id,codeNaics,titleNaics2,titleNaics3,titleNaics4,titleNaics5,titleNaics6
1246,453991,Tobacco Stores ,Tobacco Stores ,Tobacco Stores ,Tobacco Stores ,Tobacco Stores 
1247,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,All Other Miscellaneous Store Retailers (except Tobacco Stores) 
1248,454,Nonstore Retailers ,Nonstore Retailers ,Nonstore Retailers ,Nonstore Retailers ,Nonstore Retailers 
1249,4541,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses 
1250,45411,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses 
1251,454111,Electronic Shopping ,Electronic Shopping ,Electronic Shopping ,Electronic Shopping ,Electronic Shopping 
1252,454112,Electronic Auctions ,Electronic Auctions ,Electronic Auctions ,Electronic Auctions ,Electronic Auctions 
1253,454113,Mail-Order Houses ,Mail-Order Houses ,Mail-Order Houses ,Mail-Order Houses ,Mail-Order Houses 
1254,4542,Vending Machine Operators ,Vending Machine Operators ,Vending Machine Operators ,Vending Machine Operators ,Vending Machine Operators 
1255,45421,Vending Machine Operators ,Vending Machine Operators ,Vending Machine Operators ,Vending Machine Operators ,Vending Machine Operators 
1256,454210,Vending Machine Operators ,Vending Machine Operators ,Vending Machine Operators ,Vending Machine Operators ,Vending Machine Operators 
1257,4543,Direct Selling Establishments ,Direct Selling Establishments ,Direct Selling Establishments ,Direct Selling Establishments ,Direct Selling Establishments 
1258,45431,Fuel Dealers ,Fuel Dealers ,Fuel Dealers ,Fuel Dealers ,Fuel Dealers 
1259,454310,Fuel Dealers ,Fuel Dealers ,Fuel Dealers ,Fuel Dealers ,Fuel Dealers 
1260,45439,Other Direct Selling Establishments ,Other Direct Selling Establishments ,Other Direct Selling Establishments ,Other Direct Selling Establishments ,Other Direct Selling Establishments 
1261,454390,Other Direct Selling Establishments ,Other Direct Selling Establishments ,Other Direct Selling Establishments ,Other Direct Selling Establishments ,Other Direct Selling Establishments 
1262a,48,Transportation and Warehousing,Transportation and Warehousing,Transportation and Warehousing,Transportation and Warehousing,Transportation and Warehousing
1262b,49,Transportation and Warehousing,Transportation and Warehousing,Transportation and Warehousing,Transportation and Warehousing,Transportation and Warehousing
1263,481,Air Transportation,Air Transportation,Air Transportation,Air Transportation,Air Transportation
1264,4811,Scheduled Air Transportation,Scheduled Air Transportation,Scheduled Air Transportation,Scheduled Air Transportation,Scheduled Air Transportation
1265,48111,Scheduled Air Transportation,Scheduled Air Transportation,Scheduled Air Transportation,Scheduled Air Transportation,Scheduled Air Transportation
1266,481111,Scheduled Passenger Air Transportation ,Scheduled Passenger Air Transportation ,Scheduled Passenger Air Transportation ,Scheduled Passenger Air Transportation ,Scheduled Passenger Air Transportation 
1267,481112,Scheduled Freight Air Transportation ,Scheduled Freight Air Transportation ,Scheduled Freight Air Transportation ,Scheduled Freight Air Transportation ,Scheduled Freight Air Transportation 
1268,4812,Nonscheduled Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation
1269,48121,Nonscheduled Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation
1270,481211,Nonscheduled Chartered Passenger Air Transportation ,Nonscheduled Chartered Passenger Air Transportation ,Nonscheduled Chartered Passenger Air Transportation ,Nonscheduled Chartered Passenger Air Transportation ,Nonscheduled Chartered Passenger Air Transportation 
1271,481212,Nonscheduled Chartered Freight Air Transportation ,Nonscheduled Chartered Freight Air Transportation ,Nonscheduled Chartered Freight Air Transportation ,Nonscheduled Chartered Freight Air Transportation ,Nonscheduled Chartered Freight Air Transportation 
1272,481219,Other Nonscheduled Air Transportation ,Other Nonscheduled Air Transportation ,Other Nonscheduled Air Transportation ,Other Nonscheduled Air Transportation ,Other Nonscheduled Air Transportation 
1273,482,Rail Transportation,Rail Transportation,Rail Transportation,Rail Transportation,Rail Transportation
1274,4821,Rail Transportation,Rail Transportation,Rail Transportation,Rail Transportation,Rail Transportation
1275,48211,Rail Transportation,Rail Transportation,Rail Transportation,Rail Transportation,Rail Transportation
1276,482111,Line-Haul Railroads ,Line-Haul Railroads ,Line-Haul Railroads ,Line-Haul Railroads ,Line-Haul Railroads 
1277,482112,Short Line Railroads ,Short Line Railroads ,Short Line Railroads ,Short Line Railroads ,Short Line Railroads 
1278,483,Water Transportation,Water Transportation,Water Transportation,Water Transportation,Water Transportation
1279,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation"
1280,48311,"Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation"
1281,483111,Deep Sea Freight Transportation ,Deep Sea Freight Transportation ,Deep Sea Freight Transportation ,Deep Sea Freight Transportation ,Deep Sea Freight Transportation 
1282,483112,Deep Sea Passenger Transportation ,Deep Sea Passenger Transportation ,Deep Sea Passenger Transportation ,Deep Sea Passenger Transportation ,Deep Sea Passenger Transportation 
1283,483113,Coastal and Great Lakes Freight Transportation ,Coastal and Great Lakes Freight Transportation ,Coastal and Great Lakes Freight Transportation ,Coastal and Great Lakes Freight Transportation ,Coastal and Great Lakes Freight Transportation 
1284,483114,Coastal and Great Lakes Passenger Transportation ,Coastal and Great Lakes Passenger Transportation ,Coastal and Great Lakes Passenger Transportation ,Coastal and Great Lakes Passenger Transportation ,Coastal and Great Lakes Passenger Transportation 
1285,4832,Inland Water Transportation,Inland Water Transportation,Inland Water Transportation,Inland Water Transportation,Inland Water Transportation
1286,48321,Inland Water Transportation,Inland Water Transportation,Inland Water Transportation,Inland Water Transportation,Inland Water Transportation
1287,483211,Inland Water Freight Transportation ,Inland Water Freight Transportation ,Inland Water Freight Transportation ,Inland Water Freight Transportation ,Inland Water Freight Transportation 
1288,483212,Inland Water Passenger Transportation ,Inland Water Passenger Transportation ,Inland Water Passenger Transportation ,Inland Water Passenger Transportation ,Inland Water Passenger Transportation 
1289,484,Truck Transportation,Truck Transportation,Truck Transportation,Truck Transportation,Truck Transportation
1290,4841,General Freight Trucking,General Freight Trucking,General Freight Trucking,General Freight Trucking,General Freight Trucking
1291,48411,"General Freight Trucking, Local","General Freight Trucking, Local","General Freight Trucking, Local","General Freight Trucking, Local","General Freight Trucking, Local"
1292,484110,"General Freight Trucking, Local ","General Freight Trucking, Local ","General Freight Trucking, Local ","General Freight Trucking, Local ","General Freight Trucking, Local "
1293,48412,"General Freight Trucking, Long-Distance","General Freight Trucking, Long-Distance","General Freight Trucking, Long-Distance","General Freight Trucking, Long-Distance","General Freight Trucking, Long-Distance"
1294,484121,"General Freight Trucking, Long-Distance, Truckload ","General Freight Trucking, Long-Distance, Truckload ","General Freight Trucking, Long-Distance, Truckload ","General Freight Trucking, Long-Distance, Truckload ","General Freight Trucking, Long-Distance, Truckload "
1295,484122,"General Freight Trucking, Long-Distance, Less Than Truckload ","General Freight Trucking, Long-Distance, Less Than Truckload ","General Freight Trucking, Long-Distance, Less Than Truckload ","General Freight Trucking, Long-Distance, Less Than Truckload ","General Freight Trucking, Long-Distance, Less Than Truckload "
1296,4842,Specialized Freight Trucking,Specialized Freight Trucking,Specialized Freight Trucking,Specialized Freight Trucking,Specialized Freight Trucking
1297,48421,Used Household and Office Goods Moving,Used Household and Office Goods Moving,Used Household and Office Goods Moving,Used Household and Office Goods Moving,Used Household and Office Goods Moving
1298,484210,Used Household and Office Goods Moving,Used Household and Office Goods Moving,Used Household and Office Goods Moving,Used Household and Office Goods Moving,Used Household and Office Goods Moving
1299,48422,"Specialized Freight (except Used Goods) Trucking, Local","Specialized Freight (except Used Goods) Trucking, Local","Specialized Freight (except Used Goods) Trucking, Local","Specialized Freight (except Used Goods) Trucking, Local","Specialized Freight (except Used Goods) Trucking, Local"
1300,484220,"Specialized Freight (except Used Goods) Trucking, Local ","Specialized Freight (except Used Goods) Trucking, Local ","Specialized Freight (except Used Goods) Trucking, Local ","Specialized Freight (except Used Goods) Trucking, Local ","Specialized Freight (except Used Goods) Trucking, Local "
1301,48423,"Specialized Freight (except Used Goods) Trucking, Long-Distance","Specialized Freight (except Used Goods) Trucking, Long-Distance","Specialized Freight (except Used Goods) Trucking, Long-Distance","Specialized Freight (except Used Goods) Trucking, Long-Distance","Specialized Freight (except Used Goods) Trucking, Long-Distance"
1302,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Specialized Freight (except Used Goods) Trucking, Long-Distance ","Specialized Freight (except Used Goods) Trucking, Long-Distance ","Specialized Freight (except Used Goods) Trucking, Long-Distance ","Specialized Freight (except Used Goods) Trucking, Long-Distance "
1303,485,Transit and Ground Passenger Transportation,Transit and Ground Passenger Transportation,Transit and Ground Passenger Transportation,Transit and Ground Passenger Transportation,Transit and Ground Passenger Transportation
1304,4851,Urban Transit Systems,Urban Transit Systems,Urban Transit Systems,Urban Transit Systems,Urban Transit Systems
1305,48511,Urban Transit Systems,Urban Transit Systems,Urban Transit Systems,Urban Transit Systems,Urban Transit Systems
1306,485111,Mixed Mode Transit Systems ,Mixed Mode Transit Systems ,Mixed Mode Transit Systems ,Mixed Mode Transit Systems ,Mixed Mode Transit Systems 
1307,485112,Commuter Rail Systems ,Commuter Rail Systems ,Commuter Rail Systems ,Commuter Rail Systems ,Commuter Rail Systems 
1308,485113,Bus and Other Motor Vehicle Transit Systems ,Bus and Other Motor Vehicle Transit Systems ,Bus and Other Motor Vehicle Transit Systems ,Bus and Other Motor Vehicle Transit Systems ,Bus and Other Motor Vehicle Transit Systems 
1309,485119,Other Urban Transit Systems ,Other Urban Transit Systems ,Other Urban Transit Systems ,Other Urban Transit Systems ,Other Urban Transit Systems 
1310,4852,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation
1311,48521,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation
1312,485210,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation
1313,4853,Taxi and Limousine Service,Taxi and Limousine Service,Taxi and Limousine Service,Taxi and Limousine Service,Taxi and Limousine Service
1314,48531,Taxi Service,Taxi Service,Taxi Service,Taxi Service,Taxi Service
1315,485310,Taxi Service ,Taxi Service ,Taxi Service ,Taxi Service ,Taxi Service 
1316,48532,Limousine Service,Limousine Service,Limousine Service,Limousine Service,Limousine Service
1317,485320,Limousine Service,Limousine Service,Limousine Service,Limousine Service,Limousine Service
1318,4854,School and Employee Bus Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation
1319,48541,School and Employee Bus Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation
1320,485410,School and Employee Bus Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation
1321,4855,Charter Bus Industry,Charter Bus Industry,Charter Bus Industry,Charter Bus Industry,Charter Bus Industry
1322,48551,Charter Bus Industry,Charter Bus Industry,Charter Bus Industry,Charter Bus Industry,Charter Bus Industry
1323,485510,Charter Bus Industry,Charter Bus Industry,Charter Bus Industry,Charter Bus Industry,Charter Bus Industry
1324,4859,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation
1325,48599,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation
1326,485991,Special Needs Transportation ,Special Needs Transportation ,Special Needs Transportation ,Special Needs Transportation ,Special Needs Transportation 
1327,485999,All Other Transit and Ground Passenger Transportation ,All Other Transit and Ground Passenger Transportation ,All Other Transit and Ground Passenger Transportation ,All Other Transit and Ground Passenger Transportation ,All Other Transit and Ground Passenger Transportation 
1328,486,Pipeline Transportation,Pipeline Transportation,Pipeline Transportation,Pipeline Transportation,Pipeline Transportation
1329,4861,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil
1330,48611,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil
1331,486110,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil
1332,4862,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas
1333,48621,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas
1334,486210,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas
1335,4869,Other Pipeline Transportation,Other Pipeline Transportation,Other Pipeline Transportation,Other Pipeline Transportation,Other Pipeline Transportation
1336,48691,Pipeline Transportation of Refined Petroleum Products,Pipeline Transportation of Refined Petroleum Products,Pipeline Transportation of Refined Petroleum Products,Pipeline Transportation of Refined Petroleum Products,Pipeline Transportation of Refined Petroleum Products
1337,486910,Pipeline Transportation of Refined Petroleum Products,Pipeline Transportation of Refined Petroleum Products,Pipeline Transportation of Refined Petroleum Products,Pipeline Transportation of Refined Petroleum Products,Pipeline Transportation of Refined Petroleum Products
1338,48699,All Other Pipeline Transportation,All Other Pipeline Transportation,All Other Pipeline Transportation,All Other Pipeline Transportation,All Other Pipeline Transportation
1339,486990,All Other Pipeline Transportation,All Other Pipeline Transportation,All Other Pipeline Transportation,All Other Pipeline Transportation,All Other Pipeline Transportation
1340,487,Scenic and Sightseeing Transportation,Scenic and Sightseeing Transportation,Scenic and Sightseeing Transportation,Scenic and Sightseeing Transportation,Scenic and Sightseeing Transportation
1341,4871,"Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land"
1342,48711,"Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land"
1343,487110,"Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land"
1344,4872,"Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water"
1345,48721,"Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water"
1346,487210,"Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water"
1347,4879,"Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other"
1348,48799,"Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other"
1349,487990,"Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other"
1350,488,Support Activities for Transportation,Support Activities for Transportation,Support Activities for Transportation,Support Activities for Transportation,Support Activities for Transportation
1351,4881,Support Activities for Air Transportation,Support Activities for Air Transportation,Support Activities for Air Transportation,Support Activities for Air Transportation,Support Activities for Air Transportation
1352,48811,Airport Operations,Airport Operations,Airport Operations,Airport Operations,Airport Operations
1353,488111,Air Traffic Control,Air Traffic Control,Air Traffic Control,Air Traffic Control,Air Traffic Control
1354,488119,Other Airport Operations ,Other Airport Operations ,Other Airport Operations ,Other Airport Operations ,Other Airport Operations 
1355,48819,Other Support Activities for Air Transportation,Other Support Activities for Air Transportation,Other Support Activities for Air Transportation,Other Support Activities for Air Transportation,Other Support Activities for Air Transportation
1356,488190,Other Support Activities for Air Transportation,Other Support Activities for Air Transportation,Other Support Activities for Air Transportation,Other Support Activities for Air Transportation,Other Support Activities for Air Transportation
1357,4882,Support Activities for Rail Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation
1358,48821,Support Activities for Rail Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation
1359,488210,Support Activities for Rail Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation
1360,4883,Support Activities for Water Transportation,Support Activities for Water Transportation,Support Activities for Water Transportation,Support Activities for Water Transportation,Support Activities for Water Transportation
1361,48831,Port and Harbor Operations,Port and Harbor Operations,Port and Harbor Operations,Port and Harbor Operations,Port and Harbor Operations
1362,488310,Port and Harbor Operations,Port and Harbor Operations,Port and Harbor Operations,Port and Harbor Operations,Port and Harbor Operations
1363,48832,Marine Cargo Handling,Marine Cargo Handling,Marine Cargo Handling,Marine Cargo Handling,Marine Cargo Handling
1364,488320,Marine Cargo Handling,Marine Cargo Handling,Marine Cargo Handling,Marine Cargo Handling,Marine Cargo Handling
1365,48833,Navigational Services to Shipping,Navigational Services to Shipping,Navigational Services to Shipping,Navigational Services to Shipping,Navigational Services to Shipping
1366,488330,Navigational Services to Shipping ,Navigational Services to Shipping ,Navigational Services to Shipping ,Navigational Services to Shipping ,Navigational Services to Shipping 
1367,48839,Other Support Activities for Water Transportation,Other Support Activities for Water Transportation,Other Support Activities for Water Transportation,Other Support Activities for Water Transportation,Other Support Activities for Water Transportation
1368,488390,Other Support Activities for Water Transportation,Other Support Activities for Water Transportation,Other Support Activities for Water Transportation,Other Support Activities for Water Transportation,Other Support Activities for Water Transportation
1369,4884,Support Activities for Road Transportation,Support Activities for Road Transportation,Support Activities for Road Transportation,Support Activities for Road Transportation,Support Activities for Road Transportation
1370,48841,Motor Vehicle Towing,Motor Vehicle Towing,Motor Vehicle Towing,Motor Vehicle Towing,Motor Vehicle Towing
1371,488410,Motor Vehicle Towing,Motor Vehicle Towing,Motor Vehicle Towing,Motor Vehicle Towing,Motor Vehicle Towing
1372,48849,Other Support Activities for Road Transportation,Other Support Activities for Road Transportation,Other Support Activities for Road Transportation,Other Support Activities for Road Transportation,Other Support Activities for Road Transportation
1373,488490,Other Support Activities for Road Transportation ,Other Support Activities for Road Transportation ,Other Support Activities for Road Transportation ,Other Support Activities for Road Transportation ,Other Support Activities for Road Transportation 
1374,4885,Freight Transportation Arrangement,Freight Transportation Arrangement,Freight Transportation Arrangement,Freight Transportation Arrangement,Freight Transportation Arrangement
1375,48851,Freight Transportation Arrangement,Freight Transportation Arrangement,Freight Transportation Arrangement,Freight Transportation Arrangement,Freight Transportation Arrangement
1376,488510,Freight Transportation Arrangement ,Freight Transportation Arrangement ,Freight Transportation Arrangement ,Freight Transportation Arrangement ,Freight Transportation Arrangement 
1377,4889,Other Support Activities for Transportation,Other Support Activities for Transportation,Other Support Activities for Transportation,Other Support Activities for Transportation,Other Support Activities for Transportation
1378,48899,Other Support Activities for Transportation,Other Support Activities for Transportation,Other Support Activities for Transportation,Other Support Activities for Transportation,Other Support Activities for Transportation
1379,488991,Packing and Crating ,Packing and Crating ,Packing and Crating ,Packing and Crating ,Packing and Crating 
1380,488999,All Other Support Activities for Transportation ,All Other Support Activities for Transportation ,All Other Support Activities for Transportation ,All Other Support Activities for Transportation ,All Other Support Activities for Transportation 
1381,491,Postal Service,Postal Service,Postal Service,Postal Service,Postal Service
1382,4911,Postal Service,Postal Service,Postal Service,Postal Service,Postal Service
1383,49111,Postal Service,Postal Service,Postal Service,Postal Service,Postal Service
1384,491110,Postal Service,Postal Service,Postal Service,Postal Service,Postal Service
1385,492,Couriers and Messengers,Couriers and Messengers,Couriers and Messengers,Couriers and Messengers,Couriers and Messengers
1386,4921,Couriers and Express Delivery Services,Couriers and Express Delivery Services,Couriers and Express Delivery Services,Couriers and Express Delivery Services,Couriers and Express Delivery Services
1387,49211,Couriers and Express Delivery Services,Couriers and Express Delivery Services,Couriers and Express Delivery Services,Couriers and Express Delivery Services,Couriers and Express Delivery Services
1388,492110,Couriers and Express Delivery Services,Couriers and Express Delivery Services,Couriers and Express Delivery Services,Couriers and Express Delivery Services,Couriers and Express Delivery Services
1389,4922,Local Messengers and Local Delivery,Local Messengers and Local Delivery,Local Messengers and Local Delivery,Local Messengers and Local Delivery,Local Messengers and Local Delivery
1390,49221,Local Messengers and Local Delivery,Local Messengers and Local Delivery,Local Messengers and Local Delivery,Local Messengers and Local Delivery,Local Messengers and Local Delivery
1391,492210,Local Messengers and Local Delivery,Local Messengers and Local Delivery,Local Messengers and Local Delivery,Local Messengers and Local Delivery,Local Messengers and Local Delivery
1392,493,Warehousing and Storage,Warehousing and Storage,Warehousing and Storage,Warehousing and Storage,Warehousing and Storage
1393,4931,Warehousing and Storage,Warehousing and Storage,Warehousing and Storage,Warehousing and Storage,Warehousing and Storage
1394,49311,General Warehousing and Storage,General Warehousing and Storage,General Warehousing and Storage,General Warehousing and Storage,General Warehousing and Storage
1395,493110,General Warehousing and Storage ,General Warehousing and Storage ,General Warehousing and Storage ,General Warehousing and Storage ,General Warehousing and Storage 
1396,49312,Refrigerated Warehousing and Storage,Refrigerated Warehousing and Storage,Refrigerated Warehousing and Storage,Refrigerated Warehousing and Storage,Refrigerated Warehousing and Storage
1397,493120,Refrigerated Warehousing and Storage,Refrigerated Warehousing and Storage,Refrigerated Warehousing and Storage,Refrigerated Warehousing and Storage,Refrigerated Warehousing and Storage
1398,49313,Farm Product Warehousing and Storage,Farm Product Warehousing and Storage,Farm Product Warehousing and Storage,Farm Product Warehousing and Storage,Farm Product Warehousing and Storage
1399,493130,Farm Product Warehousing and Storage,Farm Product Warehousing and Storage,Farm Product Warehousing and Storage,Farm Product Warehousing and Storage,Farm Product Warehousing and Storage
1400,49319,Other Warehousing and Storage,Other Warehousing and Storage,Other Warehousing and Storage,Other Warehousing and Storage,Other Warehousing and Storage
1401,493190,Other Warehousing and Storage,Other Warehousing and Storage,Other Warehousing and Storage,Other Warehousing and Storage,Other Warehousing and Storage
1402,51,Information,Information,Information,Information,Information
1403,511,Publishing Industries (except Internet),Publishing Industries (except Internet),Publishing Industries (except Internet),Publishing Industries (except Internet),Publishing Industries (except Internet)
1404,5111,"Newspaper, Periodical, Book, and Directory Publishers","Newspaper, Periodical, Book, and Directory Publishers","Newspaper, Periodical, Book, and Directory Publishers","Newspaper, Periodical, Book, and Directory Publishers","Newspaper, Periodical, Book, and Directory Publishers"
1405,51111,Newspaper Publishers,Newspaper Publishers,Newspaper Publishers,Newspaper Publishers,Newspaper Publishers
1406,511110,Newspaper Publishers ,Newspaper Publishers ,Newspaper Publishers ,Newspaper Publishers ,Newspaper Publishers 
1407,51112,Periodical Publishers,Periodical Publishers,Periodical Publishers,Periodical Publishers,Periodical Publishers
1408,511120,Periodical Publishers ,Periodical Publishers ,Periodical Publishers ,Periodical Publishers ,Periodical Publishers 
1409,51113,Book Publishers,Book Publishers,Book Publishers,Book Publishers,Book Publishers
1410,511130,Book Publishers ,Book Publishers ,Book Publishers ,Book Publishers ,Book Publishers 
1411,51114,Directory and Mailing List Publishers,Directory and Mailing List Publishers,Directory and Mailing List Publishers,Directory and Mailing List Publishers,Directory and Mailing List Publishers
1412,511140,Directory and Mailing List Publishers ,Directory and Mailing List Publishers ,Directory and Mailing List Publishers ,Directory and Mailing List Publishers ,Directory and Mailing List Publishers 
1413,51119,Other Publishers,Other Publishers,Other Publishers,Other Publishers,Other Publishers
1414,511191,Greeting Card Publishers ,Greeting Card Publishers ,Greeting Card Publishers ,Greeting Card Publishers ,Greeting Card Publishers 
1415,511199,All Other Publishers ,All Other Publishers ,All Other Publishers ,All Other Publishers ,All Other Publishers 
1416,5112,Software Publishers,Software Publishers,Software Publishers,Software Publishers,Software Publishers
1417,51121,Software Publishers,Software Publishers,Software Publishers,Software Publishers,Software Publishers
1418,511210,Software Publishers,Software Publishers,Software Publishers,Software Publishers,Software Publishers
1419,512,Motion Picture and Sound Recording Industries,Motion Picture and Sound Recording Industries,Motion Picture and Sound Recording Industries,Motion Picture and Sound Recording Industries,Motion Picture and Sound Recording Industries
1420,5121,Motion Picture and Video Industries,Motion Picture and Video Industries,Motion Picture and Video Industries,Motion Picture and Video Industries,Motion Picture and Video Industries
1421,51211,Motion Picture and Video Production,Motion Picture and Video Production,Motion Picture and Video Production,Motion Picture and Video Production,Motion Picture and Video Production
1422,512110,Motion Picture and Video Production ,Motion Picture and Video Production ,Motion Picture and Video Production ,Motion Picture and Video Production ,Motion Picture and Video Production 
1423,51212,Motion Picture and Video Distribution,Motion Picture and Video Distribution,Motion Picture and Video Distribution,Motion Picture and Video Distribution,Motion Picture and Video Distribution
1424,512120,Motion Picture and Video Distribution,Motion Picture and Video Distribution,Motion Picture and Video Distribution,Motion Picture and Video Distribution,Motion Picture and Video Distribution
1425,51213,Motion Picture and Video Exhibition,Motion Picture and Video Exhibition,Motion Picture and Video Exhibition,Motion Picture and Video Exhibition,Motion Picture and Video Exhibition
1426,512131,Motion Picture Theaters (except Drive-Ins) ,Motion Picture Theaters (except Drive-Ins) ,Motion Picture Theaters (except Drive-Ins) ,Motion Picture Theaters (except Drive-Ins) ,Motion Picture Theaters (except Drive-Ins) 
1427,512132,Drive-In Motion Picture Theaters ,Drive-In Motion Picture Theaters ,Drive-In Motion Picture Theaters ,Drive-In Motion Picture Theaters ,Drive-In Motion Picture Theaters 
1428,51219,Postproduction Services and Other Motion Picture and Video Industries,Postproduction Services and Other Motion Picture and Video Industries,Postproduction Services and Other Motion Picture and Video Industries,Postproduction Services and Other Motion Picture and Video Industries,Postproduction Services and Other Motion Picture and Video Industries
1429,512191,Teleproduction and Other Postproduction Services ,Teleproduction and Other Postproduction Services ,Teleproduction and Other Postproduction Services ,Teleproduction and Other Postproduction Services ,Teleproduction and Other Postproduction Services 
